Título,Data,Visitas,Votos
Como verificar as versões dos módulos instalados no Python?,30/10/18 às 14:29,4000.0,2
Tratar números python adicionando ponto,8/03/14 às 0:23,4000.0,8
Dúvidas sobre funções em Python,2/02/17 às 17:23,4000.0,5
Como manipular dados CSV em python?,10/02/19 às 21:51,4000.0,1
"Como executar a linha atual no Sublime Text 2? Ou, IDE que permita execução da linha atual em Python",9/03/14 às 16:05,4000.0,4
Erro: “Maximum recursion depth exceeded while calling a Python object”,18/10/17 às 3:23,4000.0,1
Criar um dicionário a partir de uma lista,18/10/17 às 2:41,4000.0,1
Pandas - selecionar linhas,2/11/17 às 17:05,4000.0,2
Como substituir letra digitada em python?,3/05/17 às 1:26,4000.0,2
Como somar valores de listas em tuplos?,17/04/15 às 14:13,4000.0,5
Funcionamento @classmethod,8/04/15 às 19:03,4000.0,7
"Como fazer perguntas para o usuário em Python, sem executar constantemente?",23/03/18 às 20:59,4000.0,2
ModuleNotFoundError: No module named 'autorizacoes',21/03/19 às 14:58,4000.0,0
Alterando um valor com a biblioteca pandas,11/02/18 às 14:52,4000.0,1
Em que ocasião eu uso o “%d” em uma linguagem python?,9/05/19 às 1:35,4000.0,3
Encode Python ASCII,25/02/15 às 19:51,4000.0,2
"programa que peça o nome e a data (ano, mês e dia) de nascimento de uma pessoa em Python",11/04/18 às 12:44,4000.0,0
não consigo baixar pygame [fechada],24/02/18 às 18:00,4000.0,-1
Importação de classes no Python 3,2/02/18 às 1:07,4000.0,1
Como faço para repetir uma string em Python?,13/08/15 às 11:56,4000.0,7
Como imprimir um arquivo txt em Python,20/05/15 às 19:03,4000.0,6
Como repetir o código no final no python?,17/04/18 às 1:33,4000.0,3
Definir largura e altura em caixa de texto,11/09/16 às 19:52,3000.0,4
Como remover palavras indesejadas de um texto?,30/06/17 às 18:46,3000.0,2
Executar arquivo Python com argumentos,24/06/15 às 10:22,3000.0,5
SyntaxError: unexpected EOF while parsing,15/10/19 às 22:50,3000.0,-1
Como configurar o terminal do VSCode?,2/08/19 às 15:49,3000.0,3
O que faz o join() ser tão superior se comparado a outras técnicas de concatenação?,16/09/16 às 22:08,3000.0,11
Como contar os registros de um csv em python?,16/10/17 às 17:17,3000.0,0
Multiplicação de matrizes,1/03/17 às 19:43,3000.0,1
Abrir e fechar várias abas no navegador com Python,1/12/17 às 16:52,3000.0,0
Como transformar letras maiúsculas em minúsculas e minúsculas em maiúsculas no Python?,28/04/19 às 11:11,3000.0,2
barra de progresso em python 3,30/08/16 às 20:43,3000.0,0
Qual é a finalidade do virtualenv e por que não instalar globalmente?,4/05/16 às 20:25,3000.0,9
Gerador de matriz em Python,9/02/18 às 1:33,3000.0,0
Chamar atributos de um objeto em outra classe no python,17/07/18 às 20:04,3000.0,3
'dict' object has no attribute 'has_key' no Python3,4/11/16 às 13:01,3000.0,5
Variável global usada em várias funções,28/04/16 às 20:25,3000.0,2
"Como encontrar e mostrar a posição de um item na lista, não definindo o valor da string para a busca? [duplicada]",31/05/18 às 22:59,3000.0,0
Soma de totais de colunas,9/08/18 às 11:57,3000.0,1
O que é código pythônico?,24/03/17 às 3:17,3000.0,77
Legendas Figura,15/12/17 às 11:23,3000.0,1
Converter PDF em texto com Python,10/09/17 às 5:45,3000.0,5
O que é o parâmetro flush da função print?,16/04/18 às 21:07,3000.0,6
Programa que usa input().split(“ ”) e não roda no Python 3.5.1,21/09/16 às 3:59,3000.0,3
Por que usar métodos estáticos em python,12/06/17 às 19:11,3000.0,6
Como posso distribuir o programa .py sem que o usuário tenha que ficar instalando todas as bibliotecas?,13/06/15 às 0:47,3000.0,23
Utilizar retorno de uma função em outra função,13/06/17 às 11:36,3000.0,1
Decoding de arquivo em Python,20/04/16 às 22:00,3000.0,4
Para que serve o módulo __future__?,3/05/16 às 3:21,3000.0,17
Python - Módulo: Tkinter - manipulação de janelas,19/03/17 às 0:59,3000.0,0
Login em site com requisição POST em python?,19/06/17 às 19:31,3000.0,3
Porque o PyCharm não reconhece os módulos e classes criados pelo usuário?,11/12/17 às 11:03,3000.0,-1
Contar as palavras mais populares,10/04/18 às 9:34,3000.0,2
Integração Latex e Python,27/06/17 às 20:04,3000.0,2
Quantidade de linhas e colunas de uma matriz em python,8/09/18 às 20:15,3000.0,-5
Como listar todos os arquivos numa pasta usando Python?,19/09/16 às 3:23,3000.0,1
Como pegar qualquer tipo de cookie utilizando o Selenium?,21/11/17 às 11:51,3000.0,11
Variável estática em Python,17/04/14 às 0:29,3000.0,4
Script para consultar IP externo [fechada],29/06/15 às 16:41,3000.0,6
Processar XML de NFe em Python [fechada],1/06/16 às 8:41,3000.0,2
TypeError: expected string or bytes-like object DateField,1/11/17 às 14:17,3000.0,2
Como se faz um socket que conecta realmente com outros computadores?,13/07/16 às 0:06,3000.0,1
Verificar se valor da lista “1” contém lista “2”,19/10/15 às 19:10,3000.0,5
Indicar se um caractere é vogal ou consoante,29/07/18 às 11:42,3000.0,2
Formas de descobrir qual o maior e menor número digitado no input pelo usuário em um for,4/11/17 às 21:02,3000.0,2
Tratamento de exceção do tipo EOFError,5/07/18 às 15:37,3000.0,1
Como gerar 200.000 primos o mais rápido possível em Python?,23/08/17 às 17:15,3000.0,45
Python erro api-ms-win-crt-runtime-l1-1-0.dll,31/01/17 às 20:05,3000.0,0
Como criar um Parser em Python?,14/01/17 às 13:22,3000.0,1
DataFrame Pandas - Calcular coluna com base em outras,31/10/18 às 4:31,3000.0,2
Como converter diferença de datas de segundos para horas/dias?,23/08/17 às 22:49,3000.0,1
"Classe Abstrata em Python, como escolher implementação",25/07/16 às 19:39,3000.0,4
Capturando as teclas pressionadas pelo usuário em Python no Linux,4/08/16 às 23:14,3000.0,0
Como comentar em python3,14/04/19 às 20:31,3000.0,2
Unir colunas no python?,23/04/19 às 18:31,3000.0,1
Como manipular strings com “.find”,25/10/17 às 17:39,3000.0,1
Para que serve a expressão 'if __name__ == “__main__”'?,15/10/15 às 19:10,3000.0,19
Como usar o Selenium WebDriver findElement(By.xpath())?,31/10/17 às 10:47,3000.0,2
Como enviar um arquivo como anexo por e-mail sem que ele seja automaticamente renomeado?,17/01/17 às 19:36,3000.0,3
Notação cientifica em Python,18/02/19 às 2:44,3000.0,1
como fazer um texto se ajustar ao tamanho da tela tkinter?,10/01/17 às 21:36,3000.0,3
O que significa o //= no Python?,26/08/19 às 17:52,3000.0,10
Salvar arquivo de texto em Python,4/02/18 às 16:52,3000.0,1
Erro de sintaxe no código Python. O que é? [fechada],15/12/17 às 23:41,3000.0,1
Como sair de um loop dentro de outro através de uma função no python?,10/01/20 às 23:24,3000.0,1
Regex para valores monetários,12/11/18 às 15:04,3000.0,3
Como fazer um “deep copy” em Python?,19/10/17 às 18:38,3000.0,8
Request Python form/data,9/01/19 às 14:01,3000.0,2
Como funciona o comando “for” inline?,27/09/17 às 11:54,3000.0,12
Copiar conteúdo de arquivo para área de transferência no Windows,23/03/15 às 14:08,3000.0,1
"Problema com acentos, execução no Prompt do Windows",23/03/15 às 14:01,3000.0,4
Como acessar variáveis definidas em outra função?,20/10/17 às 2:21,3000.0,3
Ler linha específica de um arquivo txt,16/09/18 às 18:40,3000.0,2
Exibir imagem jpg dinamicamente no python Tkinter label,8/07/15 às 16:34,3000.0,3
"Saber quantos anos, meses, dias, horas, etc se passaram desde uma determinada data",28/07/17 às 13:54,3000.0,3
Back-end Python para o Front-end [fechada],8/11/18 às 18:50,3000.0,0
Para que serve a palavra “self” em Python? [duplicada],20/10/17 às 2:48,3000.0,0
Como usar “while not in” no Python?,22/05/18 às 17:25,3000.0,0
Problema no sublime para rodar código em python,12/06/14 às 2:15,3000.0,5
Como colocar elementos de uma lista em outra lista,17/08/16 às 2:57,3000.0,4
Como finalizar a execução do código em Python 3?,16/09/18 às 18:05,3000.0,4
AttributeError: 'CursoProgramacao' object has no attribute '_avaliacoes',21/03/19 às 21:52,3000.0,1
Como remover acentuações com expressões regulares no Python?,21/09/18 às 17:40,3000.0,6
Como multiplicar em Python sem o operador multiplicação?,16/05/18 às 12:59,3000.0,10
Erro List index out of range,20/08/18 às 15:31,3000.0,3
"Como instalar o pytest no windows 10 - 64 bits, python3",29/04/17 às 18:18,3000.0,1
Diferenças entre as versões 3.x e 2.7 do Python,19/02/16 às 2:08,3000.0,13
O que são funções built-in? E qual é sua diferença de palavras reservadas?,7/04/17 às 12:48,3000.0,5
Como salvar o resultado de saída de um script Python para um arquivo txt?,5/12/18 às 0:18,3000.0,0
Diferenças em gráfico no matplotlib para diferentes precisões de parâmetro,13/12/13 às 18:40,3000.0,14
Limitar Input de números Python 3,13/12/18 às 14:23,3000.0,1
Qual o equivalente ao 'explode' de PHP em Python?,15/06/18 às 3:33,3000.0,3
Como apertar o botão de um site em python,18/08/18 às 16:07,3000.0,-1
Centralizar texto em python,14/04/20 às 19:07,3000.0,2
"A sintaxe do nome do arquivo, do nome do diretorio ou do rotulo do volume esta incorreta",9/10/18 às 1:17,3000.0,0
Tamanho da fonte da legenda num gráfico feito em python,31/07/14 às 23:10,3000.0,0
Por que nas declarações de classes no Python devemos estender object?,4/03/15 às 20:34,3000.0,13
Substituição de valores em uma lista,23/04/18 às 20:19,3000.0,1
Imagens com Django - exibição e static,4/10/17 às 15:40,3000.0,1
Como detectar o sistema operacional com Python?,23/11/16 às 12:20,3000.0,12
Qual a diferença entre pacote e módulo em Python?,25/05/17 às 0:00,3000.0,6
Como faço para usar as funções if e else?,2/02/16 às 21:51,3000.0,3
Manipulação de Excel em python,5/07/19 às 13:37,3000.0,1
Uso do carácter dois pontos “:” no Python,2/02/16 às 13:38,3000.0,7
Como fazer um requisição no Python 3 através de um proxy HTTP,5/02/14 às 20:03,3000.0,2
Pegar coluna específica csv com python,8/10/18 às 21:02,3000.0,0
Como criar uma função para achar o maior valor em uma lista?,6/12/18 às 0:26,3000.0,-3
Transformar colunas em linhas pandas python,27/04/17 às 18:38,3000.0,0
Enviar formulário POST com python,16/12/17 às 0:49,3000.0,2
Erro ao tentar escrever acentos em arquivos com Python,13/04/17 às 18:57,3000.0,1
Converter dólares em real com Python,19/09/17 às 1:19,3000.0,-5
Equivalente de curl em python,15/02/18 às 1:23,3000.0,2
Retirar aspas de strings em array,12/03/19 às 21:51,3000.0,3
Integração de python com C#,12/05/17 às 20:18,3000.0,7
Comparando valores de colunas em linhas de pandas dataframe,6/03/19 às 17:53,3000.0,1
"Tranferencia de arquivos em python, cliente-servidor",6/04/17 às 18:05,3000.0,1
Contar número de vezes que letras repetem em um texto,12/07/18 às 20:27,3000.0,1
Importando biblioteca no python,12/06/18 às 1:04,3000.0,2
Contagem de um especifico carácter em uma palavra no Python 3 [duplicada],16/12/17 às 14:06,3000.0,6
"Em pandas, como fazer o merge de dois dataframes, mas só de um trecho de duas colunas?",21/02/18 às 17:03,3000.0,0
Filtrar linhas no pandas por uma lista,22/06/18 às 13:52,3000.0,0
Gráfico em Escala logarítmica com Python,22/09/17 às 15:14,3000.0,0
Segmentar imagem e destacar borda do objeto usando python,8/06/17 às 19:08,3000.0,0
Como fazer uma busca ignorando acentuação em Python?,8/01/14 às 20:01,3000.0,17
Concatenar pandas dataframes com diferentes nomes de colunas,31/01/18 às 16:00,3000.0,0
Como atribuir os resultados de uma função que retorna uma lista de objetos?,7/03/14 às 4:02,3000.0,10
Escolher pasta para salvar um arquivo,7/01/16 às 13:32,3000.0,2
Somando positivos num intervalo usando apenas while,19/03/16 às 14:26,3000.0,1
contar quantas vezes a palavra carregada do arquivo txt aparece python [fechada],7/10/17 às 12:15,3000.0,0
Retirar caracteres específicos em Python,7/10/17 às 3:20,3000.0,1
Sublime Text 2 - mensagem de erro no python /usr/bin/python: can't find '__main__' module in '',5/03/14 às 3:32,3000.0,3
Importação de módulos no PyCharm,20/12/17 às 19:46,3000.0,1
Crud com Python,21/04/18 às 16:03,3000.0,0
Erro: “no module named xxxx”,12/11/15 às 10:59,3000.0,0
TypeError: only length-1 arrays can be converted to Python scalars,6/10/17 às 15:14,3000.0,0
PYTHON - Dificuldades em arrumar código COH-PIAH [fechada],30/04/17 às 23:45,3000.0,1
Como quebrar uma lista e transformar em matriz no Python?,16/04/18 às 1:49,3000.0,2
Menor número de movimentos de um cavalo até uma dada casa no Xadrez,3/12/16 às 0:06,3000.0,40
Como fazer uma tabela de distribuição de frequência em Python? [fechada],19/01/18 às 19:31,3000.0,0
Como abrir ficheiros .txt em Python?,30/04/17 às 15:48,3000.0,1
Qual significado do operador ( * ) asterisco?,2/11/16 às 22:46,3000.0,21
"lista, max/min em python",12/03/19 às 0:52,3000.0,3
"Python, porcentagem de valores (resultado)",22/04/18 às 1:31,3000.0,0
Como imprimir o sinal de porcentagem em Python 2/3?,19/01/18 às 3:20,3000.0,3
Como fazer uma requisição POST em Python?,1/04/15 às 13:33,3000.0,6
"Como receber um vetor, cujos valores são separados por espaços",28/07/14 às 13:37,3000.0,1
"Fatorial em python, [fechada]",22/10/16 às 4:06,3000.0,0
Como juntar vários dicionários em Python?,16/11/16 às 12:03,2000.0,5
Como limpar a tela no TkInter?,5/08/15 às 14:15,2000.0,1
Como funcionam decoradores em Python?,6/07/14 às 3:39,2000.0,30
Esperar pagina caregar para o selenium em python,22/10/18 às 17:11,2000.0,2
"Montando tabela a partir de um csv, agrupada por semana, com python e pandas",20/08/17 às 2:16,2000.0,2
Ao gerar uma sopa de letras com letras aleatórias como colocar as palavras sem coinciderem?,18/01/17 às 20:34,2000.0,2
tocando arquivos mp3 no Python,30/04/20 às 1:09,2000.0,-1
Como transformar um .py em um .exe? [duplicada],8/11/16 às 16:54,2000.0,3
Problema click botao python selenium,17/10/18 às 18:37,2000.0,-1
Como unir várias listas em uma matriz,9/11/16 às 22:27,2000.0,7
Como faço para ler duas colunas de um arquivo .dat em Python?,18/08/17 às 17:21,2000.0,1
Retornar a quantidade de elementos repetidos em uma lista,24/05/18 às 15:41,2000.0,0
Para Que Serve a Class no Python,20/02/15 às 19:51,2000.0,10
Erro object is not subscriptable,22/08/17 às 20:58,2000.0,1
Como definir Python 3 como padrão no linux?,29/06/18 às 12:31,2000.0,3
Como iniciar a janela em tela cheia com tkinter?,6/03/18 às 0:40,2000.0,1
Quais as diferenças entre Flask e Django?,23/08/17 às 7:45,2000.0,9
Erro na instalação do chatterbot [fechada],4/04/19 às 19:43,2000.0,0
Erro ao instalar pyaudio e pocketsphinx,25/09/17 às 15:08,2000.0,-1
python entrada de vetor,22/09/17 às 18:53,2000.0,1
O que tem de errado com esse código python?,6/01/17 às 15:30,2000.0,1
Pra que serve o __all__ no Python?,10/01/17 às 18:17,2000.0,16
Biblioteca Os/ python,9/12/16 às 1:44,2000.0,1
Como acelerar um script para a velocidade máxima no python?,27/12/16 às 22:58,2000.0,4
Executar “Procv” em um Dataframe Pandas,3/08/19 às 2:42,2000.0,1
Concatenar arrays usando módulo numpy,30/11/16 às 1:38,2000.0,3
Lendo arquivo CSV acentuado em Python?,26/12/16 às 4:38,2000.0,4
Ignorar se é maiúscula e minúscula na string,26/10/18 às 21:22,2000.0,1
list index out of range Python,8/09/17 às 18:00,2000.0,0
Retornando dados do CEP em formulário,21/07/14 às 2:41,2000.0,3
Utilização de Append - Python [fechada],23/01/19 às 12:16,2000.0,-6
Vetores e Ângulos (Geometria Molecular),19/07/14 às 16:52,2000.0,8
Como baixar um arquivo com Python?,13/09/17 às 23:31,2000.0,0
random choice em python,20/05/18 às 23:36,2000.0,0
Como modificar o tamanho da fonte dos eixo em Python matplotlib.pyplot,28/02/18 às 19:48,2000.0,3
É possível somar int com str composta de texto e números em Python?,21/08/15 às 16:46,2000.0,3
Formatação de saída de dados no Python,29/01/19 às 17:24,2000.0,3
Diferença entre comandos para interromper execução,24/10/18 às 14:59,2000.0,7
Como criar um texto em uma imagem em python?,28/11/16 às 18:45,2000.0,4
O que são variáveis de ambiente?,27/10/18 às 21:39,2000.0,3
Sockets - Jogo da Velha / Jogo do Galo MULTIPLAYER,26/11/16 às 22:12,2000.0,1
O que significa o operador “|=” em Python?,18/09/17 às 11:48,2000.0,14
Como faço para importar um jupyter notebook ? ou abrir?,1/09/17 às 23:59,2000.0,1
